trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
557,False,"{'a': 0.25, 'e': 0.03445940985536658}",25,16,17.769004840068884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.25, 'e': 0.03440003730898757}",25,8,31.311836938061724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.25, 'e': 0.034340869180644586}",30,19,19.674327195440675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.25, 'e': 0.034281904415840475}",25,12,17.506713124560974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.25, 'e': 0.03422314196732163}",20,9,18.063497747622982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.25, 'e': 0.03416458079501586}",25,5,31.11493992926714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.25, 'e': 0.0341062198659709}",20,0,26.245086972582158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.25, 'e': 0.034048058154293605}",25,14,18.127135556530412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.25, 'e': 0.033990094641089694}",20,0,29.897181871105804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.25, 'e': 0.03393232831440418}",25,15,20.818073459767444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.25, 'e': 0.033874758169162356}",25,14,18.518439096237824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.25, 'e': 0.0338173832071114}",35,20,23.731094639791614,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.25, 'e': 0.03376020243676257}",35,18,9.304528036875812,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
570,False,"{'a': 0.25, 'e': 0.033703214873334005}",20,13,14.330538610500824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.25, 'e': 0.0336464195386941}",20,12,16.055779425580134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.25, 'e': 0.03358981546130541}",20,15,1.2319543722066306,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.25, 'e': 0.03353340167616919}",20,7,1.0595865126080664,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
574,False,"{'a': 0.25, 'e': 0.03347717722477042}",25,13,23.96260187639234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.25, 'e': 0.03342114115502349}",25,14,15.111090407860571,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.25, 'e': 0.03336529252121829}",25,1,40.73158027424933,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.25, 'e': 0.03330963038396696}",20,13,12.705309601766606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.25, 'e': 0.033254153810151135}",20,5,16.31424570325429,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.25, 'e': 0.033198861872869675}",20,8,19.356325218209324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.25, 'e': 0.033143753651386984}",30,19,17.083468118530934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.25, 'e': 0.03308882823108179}",20,8,19.208647451094713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.25, 'e': 0.03303408470339649}",20,6,-21.829828394917044,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
583,False,"{'a': 0.25, 'e': 0.03297952216578693}",25,2,39.29631757411132,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.25, 'e': 0.03292513972167275}",20,2,28.408140785323667,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.25, 'e': 0.03287093648038816}",25,11,27.61227653474783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.25, 'e': 0.032816911557133274}",20,6,23.51768304010103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.25, 'e': 0.03276306407292584}",20,16,8.461845571159248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.25, 'e': 0.032709393154553505}",25,13,17.43481107853161,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.25, 'e': 0.03265589793452655}",35,21,25.858391328076248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.25, 'e': 0.03260257755103104}",30,16,20.63297988393715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.25, 'e': 0.032549431147882495}",20,15,8.535314555425046,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.25, 'e': 0.03249645787447996}",20,0,26.237246351577188,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
593,False,"{'a': 0.25, 'e': 0.03244365688576057}",20,15,8.072182821878725,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.25, 'e': 0.03239102734215452}",25,13,2.398632929132855,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
595,False,"{'a': 0.25, 'e': 0.03233856840954051}",30,16,11.252945489875424,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.25, 'e': 0.032286279259201585}",25,11,24.11733654214021,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.25, 'e': 0.032234159067781425}",20,13,11.42016295747699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.25, 'e': 0.032182207017241074}",30,17,26.40536109379681,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.25, 'e': 0.032130422294816045}",25,9,26.838078074640737,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.25, 'e': 0.03207880409297389}",20,12,15.926787184718517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.25, 'e': 0.03202735160937212}",25,0,41.291911759238644,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.25, 'e': 0.0319760640468166}",20,11,16.334901916405606,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
