trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.25, 'e': 0.09598446901160179}",20,0,4.633942106404661,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.25, 'e': 0.09552381809702984}",20,14,-0.22975661235045708,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.25, 'e': 0.09506757810583812}",25,12,23.34246020523306,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.25, 'e': 0.09461568588549263}",20,13,10.62645205924028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.25, 'e': 0.09416807948471352}",35,18,33.4413414958061,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.25, 'e': 0.09372469812502156}",25,2,-13.131937544923904,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.25, 'e': 0.09328548217309024}",30,11,15.723522497646092,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.25, 'e': 0.09285037311387695}",20,0,20.911352930714678,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.25, 'e': 0.09241931352450763}",25,12,8.012580293121902,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.25, 'e': 0.09199224704889057}",20,6,7.973741320308258,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.25, 'e': 0.09156911837303537}",25,13,5.5919563953293565,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.25, 'e': 0.09114987320105462}",25,13,18.327665616755763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.25, 'e': 0.0907344582318262}",30,16,26.371365070168746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.25, 'e': 0.09032282113629506}",25,17,9.197332851391646,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.25, 'e': 0.0899149105353941}",25,18,12.158428818295917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.25, 'e': 0.08951067597856471}",25,4,11.58370058942361,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.25, 'e': 0.08911006792285774}",25,11,9.617949665704142,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.25, 'e': 0.08871303771259692}",20,0,28.232980937512913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.25, 'e': 0.08831953755958709}",25,15,5.966335392842435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.25, 'e': 0.08792952052385013}",25,16,1.6649776643977754,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.25, 'e': 0.08754294049487242}",20,10,9.131778250313518,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.25, 'e': 0.08715975217334798}",25,6,29.465159996634537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.25, 'e': 0.086779911053402}",20,12,13.509792888019428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.25, 'e': 0.08640337340528019}",20,10,17.97226816079189,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.25, 'e': 0.08603009625848958}",25,13,20.114519423939957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.25, 'e': 0.08566003738537732}",20,14,11.405874245335882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.25, 'e': 0.0852931552851341}",20,14,12.383664302372992,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.25, 'e': 0.0849294091682094}",20,11,19.033094616366505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.25, 'e': 0.08456875894112635}",30,19,18.036268784711112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.25, 'e': 0.08421116519168423}",20,11,13.101405067062277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.25, 'e': 0.08385658917453717}",25,8,16.09235607482889,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.25, 'e': 0.08350499279713781}",20,6,-57.28314902744986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
218,False,"{'a': 0.25, 'e': 0.08315633860603532}",30,20,-1.7099776960800028,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.25, 'e': 0.08281058977351724}",30,23,13.633790654450975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.25, 'e': 0.08246771008458535}",20,8,18.448978946115805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.25, 'e': 0.08212766392425559}",20,13,10.236464426529338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.25, 'e': 0.08179041626517282}",20,8,19.76932542971316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.25, 'e': 0.0814559326555313}",25,14,13.067331995646978,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.25, 'e': 0.08112417920729219}",20,12,13.22422382869387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.25, 'e': 0.08079512258468935}",20,7,15.048355251702635,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.25, 'e': 0.0804687299930156}",20,2,-13.78299636037244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.25, 'e': 0.08014496916768116}",20,0,36.15702263384227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.25, 'e': 0.07982380836353672}",25,9,24.231981080427907,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.25, 'e': 0.07950521634445379}",20,13,6.717499349315854,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.25, 'e': 0.07918916237315486}",30,13,29.602827231245726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.25, 'e': 0.07887561620128676}",30,8,36.61821964074122,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.25, 'e': 0.07856454805973012}",20,3,25.58906987135118,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.25, 'e': 0.07825592864913863}",20,16,6.191793084724839,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.25, 'e': 0.07794972913070168}",20,4,18.177437201050164,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.25, 'e': 0.07764592111712419}",25,5,28.304497177483572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.25, 'e': 0.07734447666381786}",25,6,32.335717079228296,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.25, 'e': 0.07704536826029787}",30,16,-6.888039512831281,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
238,False,"{'a': 0.25, 'e': 0.07674856882177962}",25,2,27.146590562822603,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.25, 'e': 0.07645405168097005}",20,6,25.79182606867963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.25, 'e': 0.07616179058004822}",30,23,14.01275088688416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.25, 'e': 0.07587175966283027}",20,3,31.152098860649552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.25, 'e': 0.07558393346711356}",20,9,9.26129347408601,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.25, 'e': 0.0752982869171955}",20,2,-18.158319366434437,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.25, 'e': 0.07501479531656229}",25,8,28.885735415847982,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.25, 'e': 0.074733434340743}",20,11,15.75743495074574,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.25, 'e': 0.0744541800303249}",20,12,6.998877096648627,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.25, 'e': 0.0741770087841255}",20,16,8.566397010467378,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.25, 'e': 0.0739018973525175}",25,3,25.767807920735486,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.25, 'e': 0.0736288228309024}",25,8,12.411987709288747,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.25, 'e': 0.07335776265332918}",30,3,40.76455209210272,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.25, 'e': 0.07308869458625407}",25,8,32.9092012810043,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.25, 'e': 0.07282159672243793}",25,6,17.223151354095485,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.25, 'e': 0.07255644747497766}",25,0,-22.667344507697827,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
254,False,"{'a': 0.25, 'e': 0.07229322557146821}",25,20,4.776978678612446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.25, 'e': 0.07203191004829185}",20,9,17.746281019318133,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.25, 'e': 0.07177248024503159}",20,12,16.195589356311054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.25, 'e': 0.07151491579900542}",20,15,9.308278912448367,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.25, 'e': 0.07125919663991848}",25,17,10.167871831477802,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.25, 'e': 0.07100530298463015}",20,0,16.934492238572705,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.25, 'e': 0.07075321533203319}",25,13,7.88593148956573,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.25, 'e': 0.07050291445804213}",25,2,32.41876575843407,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.25, 'e': 0.07025438141068824}",25,18,4.964478641459493,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.25, 'e': 0.07000759750531832}",20,9,22.053583334331034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.25, 'e': 0.06976254431989498}",20,0,29.426475487354896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.25, 'e': 0.06951920369039571}",20,0,29.281933533925628,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.25, 'e': 0.06927755770630838}",30,23,10.63773426891556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.25, 'e': 0.06903758870622083}",20,6,25.386992699284257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.25, 'e': 0.06879927927350236}",30,8,23.658685384223176,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.25, 'e': 0.0685626122320747}",20,0,10.054778962752813,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.25, 'e': 0.06832757064227041}",25,20,10.573266267414096,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.25, 'e': 0.06809413779677669}",20,0,7.71855708823542,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
272,False,"{'a': 0.25, 'e': 0.06786229721666237}",20,13,9.649901645414769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.25, 'e': 0.06763203264748624}",20,6,13.660806851559583,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.25, 'e': 0.06740332805548471}",25,0,34.24618646514052,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.25, 'e': 0.06717616762383695}",35,3,-1.2978128284829653,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 1}",1
276,False,"{'a': 0.25, 'e': 0.06695053574900565}",20,8,-22.390215749471526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.25, 'e': 0.06672641703715171}",20,16,8.17108292156061,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.25, 'e': 0.06650379630062091}",30,22,2.2739359272943327,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.25, 'e': 0.06628265855450119}",20,11,8.815926249152415,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.25, 'e': 0.06606298901324856}",25,3,31.232553973289836,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.25, 'e': 0.06584477308738033}",30,15,-12.44468143130322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
282,False,"{'a': 0.25, 'e': 0.06562799638023391}",25,0,26.407453831203398,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.25, 'e': 0.0654126446847897}",20,0,33.47927744818493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.25, 'e': 0.06519870398055677}",25,17,14.548231969008151,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.25, 'e': 0.06498616043051955}",25,11,27.463476876588818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.25, 'e': 0.06477500037814449}",20,6,-27.11954478104556,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.25, 'e': 0.06456521034444505}",20,16,7.681618668516226,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.25, 'e': 0.06435677702510394}",20,0,16.302954711475195,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.25, 'e': 0.06414968728765098}",20,7,13.44886110653155,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.25, 'e': 0.06394392816869582}",35,9,44.158730400378275,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.25, 'e': 0.06373948687121365}",25,8,28.447508483181117,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.25, 'e': 0.06353635076188337}",30,13,23.32646493161,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.25, 'e': 0.06333450736847651}",25,16,13.642112273447651,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.25, 'e': 0.06313394437729614}",20,0,-9.098114739526412,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
295,False,"{'a': 0.25, 'e': 0.06293464963066436}",20,9,22.65713349041329,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.25, 'e': 0.06273661112445764}",30,19,22.808654194945245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.25, 'e': 0.06253981700568856}",25,7,31.20853165593523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.25, 'e': 0.06234425557013331}",20,11,17.021259676358532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.25, 'e': 0.0621499152600036}",25,13,19.948109517931506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.25, 'e': 0.06195678466166232}",25,9,20.86907414021107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.25, 'e': 0.06176485250338174}",30,14,28.531860207401714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.25, 'e': 0.061574107653143514}",25,14,20.214563880607205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.25, 'e': 0.06138453911647947}",25,13,22.24664012557147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.25, 'e': 0.06119613603435234}",25,4,34.50270900806225,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.25, 'e': 0.06100888768107559}",25,14,18.375690166328912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.25, 'e': 0.06082278346227148}",20,11,21.102877649040146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.25, 'e': 0.060637812912866566}",20,14,13.08247402475603,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.25, 'e': 0.060453965695123776}",25,0,16.289845507464758,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
309,False,"{'a': 0.25, 'e': 0.06027123159671042}",30,16,24.232990538636713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.25, 'e': 0.060089600528801204}",25,14,18.764463990766675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.25, 'e': 0.059909062524215656}",35,23,22.452975392925588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.25, 'e': 0.059729607735589135}",20,12,14.71211135598414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.25, 'e': 0.05955122643357677}",20,15,11.239991292443452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.25, 'e': 0.05937390900508961}",25,1,-6.941907006709964,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.25, 'e': 0.05919764595156238}",30,16,12.07536667185433,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.25, 'e': 0.05902242788725205}",30,12,-18.479089579977302,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.25, 'e': 0.058848245537566755}",20,16,7.282152378155191,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.25, 'e': 0.05867508973742427}",20,4,1.9745982526200718,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
319,False,"{'a': 0.25, 'e': 0.05850295142963953}",20,8,20.14463945414621,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.25, 'e': 0.05833182166334059}",20,0,23.145415351459878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.25, 'e': 0.0581616915924124}",20,13,12.431507733118517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.25, 'e': 0.057992552473967854}",20,0,28.877609588305344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.25, 'e': 0.05782439566684556}",25,18,9.575295517198446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.25, 'e': 0.057657212630133764}",25,13,18.694218254550936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.25, 'e': 0.05749099492171994}",25,9,28.414105034142583,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.25, 'e': 0.05732573419686548}",30,19,-20.619897350078432,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.25, 'e': 0.05716142220680499}",20,1,28.7504278116611,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.25, 'e': 0.05699805079736976}",20,13,13.364844973106123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.25, 'e': 0.05683561190763479}",30,3,-12.36489156345522,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.25, 'e': 0.05667409756858902}",20,0,29.837576990218984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.25, 'e': 0.05651349990182832}",25,14,8.175012916035941,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.25, 'e': 0.056353811118270626}",20,0,15.865778812738883,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.25, 'e': 0.05619502351689294}",20,9,20.26774583493539,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.25, 'e': 0.05603712948348973}",25,10,21.88252825533704,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.25, 'e': 0.05588012148945226}",30,13,29.953041698161936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.25, 'e': 0.05572399209056846}",20,10,17.753271733785976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.25, 'e': 0.055568733925842974}",30,4,21.123004559072967,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.25, 'e': 0.05541433971633692}",20,0,27.192855282273936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.25, 'e': 0.05526080226402704}",20,11,18.47414331156697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.25, 'e': 0.055108114450683844}",20,5,22.581136081600093,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.25, 'e': 0.054956269236768364}",25,15,19.247341913263302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.25, 'e': 0.054805259660347154}",20,12,14.640509527641715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.25, 'e': 0.05465507883602525}",25,0,25.534867724145432,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
344,False,"{'a': 0.25, 'e': 0.05450571995389664}",30,18,-14.257147747076536,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.25, 'e': 0.05435717627851201}",25,17,11.990863280852897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.25, 'e': 0.05420944114786335}",30,13,17.119071235850335,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.25, 'e': 0.05406250797238517}",25,11,18.5869960124467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.25, 'e': 0.05391637023397196}",20,0,21.70941730892926,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.25, 'e': 0.05377102148501162}",25,14,-35.85924151306272,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.25, 'e': 0.05362645534743454}",20,12,2.42078461747431,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.25, 'e': 0.05348266551177802}",25,20,9.749715470547955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.25, 'e': 0.05333964573626578}",20,0,8.442432428787228,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
353,False,"{'a': 0.25, 'e': 0.05319738984590226}",25,18,12.996480773296781,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.25, 'e': 0.053055891731581414}",25,14,19.416621774109537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.25, 'e': 0.05291514534920975}",25,15,16.131706734438385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.25, 'e': 0.05277514471884335}",20,9,20.426069925341498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.25, 'e': 0.052635883923838604}",20,15,8.693909110513589,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.25, 'e': 0.052497357110016414}",25,20,7.230998386532022,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.25, 'e': 0.052359558484839586}",25,20,8.404906794451302,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.25, 'e': 0.052222482316603216}",20,10,-27.89769971161051,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.25, 'e': 0.05208612293363782}",20,1,28.12789643895608,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.25, 'e': 0.05195047472352492}",20,10,20.472686592658842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.25, 'e': 0.05181553213232494}",20,8,18.34462916240968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.25, 'e': 0.05168128966381714}",25,11,28.09167862218577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.25, 'e': 0.05154774187875137}",30,19,20.61628584208059,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.25, 'e': 0.05141488339411145}",25,0,26.874519505420526,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
367,False,"{'a': 0.25, 'e': 0.05128270888238995}",25,11,10.14726090075922,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.25, 'e': 0.051151213070874155}",20,7,23.416540447308428,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.25, 'e': 0.051020390740943056}",20,16,7.158695987449924,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.25, 'e': 0.05089023672737513}",20,16,6.343094420705455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
